,InvStokes1,Alpha,AspectRatio,FlaringIndex,PlanetMass,SigmaSlope,nx,rout,ny
0,154.88166189124811,0.0014791083881682,0.04435,0.09975,0.0003273406948788,0.6995,708.0,3,228.0
1,32.359365692962825,0.0002344228815319,0.03525,0.25025,0.0027861211686297,1.0005,891.0,3,287.0
2,37.15352290971726,0.0028183829312644,0.08635,0.04375,0.0051880003892896,0.5875,600.0,5,242.0
3,107.1519305237607,0.0011748975549395,0.06045,0.01575,3.126079367123956e-05,0.5315,600.0,3,193.0
4,588.843655355589,0.0061659500186148,0.08565,0.3027499999999999,0.0006095368972401,1.1055,600.0,3,193.0
5,17.78279410038923,0.0001479108388168,0.06465,0.07875,0.0026001595631652,0.6575,600.0,3,193.0
6,234.42288153199223,0.0040738027780411,0.03245,0.2292499999999999,1.4621771744567184e-05,0.9585,968.0,3,311.0
7,169.82436524617444,0.0002041737944669,0.06395,0.1312499999999999,0.0001640589773199,0.7625,600.0,3,193.0
8,33.884415613920254,0.0003388441561392,0.04575,0.14875,8.810488730080147e-05,0.7975,687.0,3,221.0
9,22.3872113856834,0.0001071519305237,0.08425,0.05075,0.0021134890398366,0.6015,600.0,3,193.0
10,20.417379446695296,0.0009332543007969,0.05345,0.21875,0.0001757923613958,0.9375,600.0,3,193.0
11,204.17379446695296,0.0038904514499428,0.08215,0.1697499999999999,0.002264644307593,0.8394999999999999,600.0,3,193.0
12,25.703957827688647,0.0044668359215096,0.04015,0.31325,0.0018407720014689,1.1265,782.0,3,252.0
13,29.512092266663856,0.0001348962882591,0.07235,0.3097499999999999,3.3496543915782794e-05,1.1195,600.0,3,193.0
14,16.218100973589298,0.0064565422903465,0.09195,0.10675,0.0068391164728142,0.7135,600.0,5,242.0
15,186.2087136662867,0.0001230268770812,0.05695,0.06475,0.0001244514611771,0.6295,600.0,3,193.0
16,14.791083881682072,0.0001174897554939,0.05555,0.20825,0.0003758374042884,0.9165,600.0,3,193.0
17,44.6683592150963,0.0056234132519034,0.04715,0.31675,0.0042169650342858,1.1335,666.0,3,215.0
18,10.23292992280754,0.0074131024130091,0.06885,0.2327499999999999,0.0004623810213992,0.9655,600.0,3,193.0
19,562.341325190349,0.0020417379446695,0.08075,0.08925,0.0048417236758409,0.6785,600.0,3,193.0
20,58.8843655355589,0.0053703179637025,0.07585,0.09275,0.0014962356560944,0.6855,600.0,3,193.0
21,257.03957827688646,0.0002238721138568,0.07725,0.0612499999999999,0.0002483133105295,0.6224999999999999,600.0,3,193.0
22,42.65795188015925,0.0001621810097358,0.09475,0.24325,2.5409727055493064e-05,0.9865,600.0,3,193.0
23,97.72372209558108,0.0015488166189124,0.07935,0.19425,0.0004315190768277,0.8885000000000001,600.0,3,193.0
24,10.715193052376064,0.0016218100973589,0.07865,0.18375,6.237348354824191e-05,0.8674999999999999,600.0,3,193.0
25,19.498445997580458,0.0004466835921509,0.09965,0.18725,3.845917820453536e-05,0.8745,600.0,3,193.0
26,269.1534803926914,0.0058884365535558,0.06675,0.16275,0.0003054921113215,0.8255,600.0,3,193.0
27,707.945784384138,0.000102329299228,0.05275,0.0822499999999999,0.005559042572704,0.6645,600.0,5,242.0
28,223.872113856834,0.0004677351412871,0.08145,0.17675,3.58921934645005e-05,0.8534999999999999,600.0,3,193.0
29,537.0317963702527,0.0021379620895022,0.09405,0.0087499999999999,0.0034276778654645,0.5175,600.0,3,193.0
30,89.12509381337455,0.0003090295432513,0.06745,0.27825,0.0002660725059798,1.0565,600.0,3,193.0
31,128.82495516931348,0.0001949844599758,0.06185,0.14175,0.0012161860006463,0.7835,600.0,3,193.0
32,61.65950018614822,0.0008912509381337,0.04085,0.12075,0.0007498942093324,0.7415,769.0,3,248.0
33,30.902954325135905,0.0005888436553555,0.0310499999999999,0.0682499999999999,2.065380155810531e-05,0.6365,1012.0,3,326.0
34,38.904514499428046,0.0046773514128719,0.06955,0.0052499999999999,1.6788040181225588e-05,0.5105,600.0,3,193.0
35,446.6835921509635,0.0001698243652461,0.07375,0.15575,1.109174815262401e-05,0.8115,600.0,3,193.0
36,141.2537544622754,0.0026915348039269,0.08005,0.02275,4.415704473533121e-05,0.5455,600.0,3,193.0
37,933.2543007969904,0.0067608297539198,0.0422499999999999,0.25725,0.0013031667784523,1.0145,744.0,3,240.0
38,645.6542290346556,0.0009772372209558,0.09055,0.19075,0.0009225714271547,0.8815,600.0,3,193.0
39,46.77351412871981,0.0010232929922807,0.08845,0.04725,0.0002018366363681,0.5945,600.0,3,193.0
40,64.56542290346556,0.0003548133892335,0.04505,0.1242499999999999,0.0004027170343254,0.7484999999999999,697.0,3,225.0
41,134.89628825916532,0.0007413102413009,0.04855,0.34125,0.0005308844442309,1.1825,647.0,3,208.0
42,74.13102413009177,0.002454708915685,0.07795,0.33775,0.0045185594437492,1.1755,600.0,3,193.0
43,11.220184543019636,0.0001862087136662,0.03945,0.0017499999999999,0.0001333521432163,0.5035,796.0,3,256.0
44,407.380277804113,0.001949844599758,0.06255,0.18025,0.0090157113760595,0.8605,600.0,5,242.0
45,26.915348039269155,0.0006760829753919,0.08775,0.1137499999999999,0.0005688529308438,0.7275,600.0,3,193.0
46,371.5352290971728,0.0081283051616409,0.03315,0.09625,0.000116144861384,0.6925,948.0,3,305.0
47,489.7788193684461,0.0004897788193684,0.08285,0.1102499999999999,0.0019724227361148,0.7204999999999999,600.0,3,193.0
48,112.2018454301963,0.0006165950018614,0.09685,0.01925,0.007328245331389,0.5385,600.0,5,242.0
49,676.0829753919819,0.0048977881936844,0.07515,0.2257499999999999,0.0001883649089489,0.9515,600.0,3,193.0
50,977.2372209558112,0.0003235936569296,0.09125,0.2922499999999999,0.0002851018267503,1.0844999999999998,600.0,3,193.0
51,295.1209226666384,0.0012302687708123,0.03035,0.23975,0.0002317394649968,0.9795,1035.0,3,333.0
52,18.62087136662868,0.0008511380382023,0.08495,0.1382499999999999,1.188502227437019e-05,0.7765,600.0,3,193.0
53,512.8613839913648,0.0005370317963702,0.09755,0.14525,0.0004954501908047,0.7905,600.0,3,193.0
54,123.02687708123813,0.0032359365692962,0.05975,0.1347499999999999,1.2735030810166627e-05,0.7695,600.0,3,193.0
55,77.6247116628692,0.0016982436524617,0.07655,0.20475,2.917427014001166e-05,0.9095,600.0,3,193.0
56,51.28613839913648,0.0042657951880159,0.04295,0.32375,9.440608762859228e-05,1.1475,731.0,3,235.0
57,12.302687708123818,0.0017782794100389,0.05905,0.34825,7.161434102129028e-05,1.1965,600.0,3,193.0
58,194.98445997580453,0.0025703957827688,0.04645,0.17325,0.0059566214352901,0.8465,676.0,5,273.0
59,70.79457843841381,0.0005128613839913,0.0359499999999999,0.23625,7.673614893618186e-05,0.9725,874.0,3,281.0
60,354.8133892335753,0.0002570395782768,0.03805,0.33075,4.120975190973304e-05,1.1615,826.0,3,266.0
61,21.379620895022324,0.0007762471166286,0.04785,0.26775,1.0351421666793433e-05,1.0355,657.0,3,212.0
62,56.23413251903491,0.0077624711662869,0.0548499999999999,0.32025,0.0031988951096913,1.1404999999999998,600.0,3,193.0
63,11.748975549395295,0.0029512092266663,0.04925,0.2222499999999999,0.0001531087461682,0.9445,638.0,3,206.0
64,16.982436524617444,0.0003715352290971,0.08355,0.19775,0.0002162718523727,0.8955,600.0,3,193.0
65,776.247116628692,0.0013489628825916,0.07095,0.3062499999999999,5.82103217770871e-05,1.1124999999999998,600.0,3,193.0
66,28.183829312644537,0.0002691534803926,0.09895,0.15225,1.9275249131909368e-05,0.8045,600.0,3,193.0
67,309.0295432513592,0.0011220184543019,0.03875,0.0297499999999999,0.0010592537251772,0.5595,811.0,3,261.0
68,891.2509381337459,0.0070794578438413,0.05765,0.28525,0.0029853826189179,1.0705,600.0,3,193.0
69,48.97788193684461,0.0001548816618912,0.03385,0.12775,5.0699070827470445e-05,0.7555000000000001,928.0,3,299.0
71,147.91083881682073,0.0089125093813374,0.07305,0.28175,2.371373705661655e-05,1.0635,600.0,3,193.0
72,851.1380382023759,0.0051286138399136,0.03455,0.10325,0.0036728230049808,0.7065,909.0,3,293.0
73,213.79620895022325,0.0004073802778041,0.06605,0.21525,0.0006998419960022,0.9305,600.0,3,193.0
74,812.8305161640995,0.0085113803820237,0.09545,0.25375,0.0009885530946569,1.0074999999999998,600.0,3,193.0
75,338.8441561392028,0.0002454708915685,0.09335,0.32725,1.7988709151287874e-05,1.1545,600.0,3,193.0
76,93.3254300796991,0.0093325430079699,0.09825,0.2012499999999999,0.0024266100950824,0.9025,600.0,3,193.0
77,24.547089156850312,0.003388441561392,0.06535,0.26425,1.5667510701081502e-05,1.0285,600.0,3,193.0
78,426.5795188015925,0.0018620871366628,0.08705,0.2957499999999999,2.213094709605637e-05,1.0915,600.0,3,193.0
79,35.48133892335755,0.0001778279410038,0.04365,0.03675,0.0078523563461007,0.5735,720.0,5,291.0
80,177.82794100389228,0.0035481338923357,0.05835,0.26075,0.00160324539069,1.0215,600.0,3,193.0
81,12.882495516931344,0.0006456542290346,0.07445,0.15925,0.0096605087898981,0.8185,600.0,5,242.0
82,323.5936569296281,0.0014125375446227,0.09265,0.0402499999999999,0.0013963683610559,0.5805,600.0,3,193.0
83,14.12537544622754,0.0097723722095581,0.08985,0.07525,8.222426499470712e-05,0.6505,600.0,3,193.0
