index,name,device,nepochs,lr,save_model,savedir,datadir,mode,Override,savefreq,cond,lr_decay,resume,periodic_bound_x,sample_freq,batch_size,rotaugm,image_size,logima_freq,loss,unc,norm,scale,norm_labels,n_test_log_images,num_channels,channel_mult,num_res_blocks,pretrain,n_param,infer_labels,n_pretrain
0,tri,cuda,801,0.0001,True,../outputs/tri,./data/gas_tri/,128x128_disc_tri,False,20,True,False,False,False,10,32,False,128,20,MSELoss(),False,<function norm_cube_log at 0x1505e3136320>,0.001,<function norm_labels at 0x1505e324f7f0>,50,96,"1, 1, 2, 3, 4",3,False,4,"['PlanetMass', 'AspectRatio', 'Alpha', 'FlaringIndex']",10000
